web_url,headline,snippet,word_count,source,type_of_material,date,id
https://www.nytimes.com/reuters/2019/01/01/sports/football/01reuters-football-nfl-coaches.html,NFL: League Under Scrutiny for Lack of Minority Coaches,The National Football League is under the microscope for lack of minority head coaches after a recent slew of firings in the league.    ,393,Reuters,News,2019-01-01,143
https://www.nytimes.com/aponline/2019/01/01/world/europe/ap-eu-rel-vatican-new-years-day.html,Papal Ode to Motherhood Ushers in 2019 After Disastrous 2018,"Pope Francis ushered in the New Year with an ode to motherhood Tuesday, reminding the faithful that a mother's example and embrace is the best antidote to today's disjointed world of solitude and misery.",306,AP,News,2019-01-01,144
https://www.nytimes.com/reuters/2019/01/01/sports/cycling/01reuters-cycling-sky.html,"Froome, Thomas to Skip Giro d'Italia and Focus on Tour De France","Chris Froome will not defend his Giro d'Italia title this year, choosing to focus on winning a record-equalling fifth Tour de France crown instead, Team Sky announced on Tuesday.",265,Reuters,News,2019-01-01,145
https://www.nytimes.com/reuters/2018/12/31/us/31reuters-new-mexico-family-rescue.html,New Mexico Family Rescued After Four Days in Snowy Mountains,"A New Mexico family of four was rescued after going missing for several days after they were caught in a snowstorm on Christmas Eve, police said.",260,Reuters,News,2019-01-01,146
https://www.nytimes.com/reuters/2018/12/31/us/31reuters-new-year-usa-military.html,U.S. Strategic Command Apologizes for Tweet About Dropping Bombs,"U.S. Strategic Command, which oversees the country's nuclear arsenal, apologized for a Twitter message saying it was ready if necessary to drop something ""much, much bigger"" than the New Year's Eve ball in New York and showing a clip of an aircraf...",185,Reuters,News,2019-01-01,147
https://www.nytimes.com/aponline/2019/01/01/world/asia/ap-as-pakistan-politics.html,Pakistan's Ex-Prime Minister Appeals Sentence for Graft,Pakistan's former Prime Minister Nawaz Sharif has appealed his conviction and prison sentence handed down by an Islamabad anti-graft tribunal last week.,132,AP,News,2019-01-01,148
https://www.nytimes.com/reuters/2019/01/01/sports/golf/01reuters-golf-newyear.html,Golf: Pressure On to Strike While Iron Hot With New Major Schedule,Hitting a hot streak at the right time will be the goal of golf's top male professionals this year as a new calendar crams the major championships into a super busy four-month stretch.,846,Reuters,News,2019-01-01,149
https://www.nytimes.com/reuters/2019/01/01/world/asia/01reuters-hongkong-politics.html,Thousands March in Hong Kong Against China 'Repression' After Grim 2018,"Thousands of demonstrators marched in Hong Kong on Tuesday to demand full democracy, fundamental rights, and even independence from China in the face of what many see as a marked clampdown by the Communist Party on local freedoms.",509,Reuters,News,2019-01-01,150
https://www.nytimes.com/interactive/2019/01/07/learning/07SenegalGeographyQuizLN.html,How Much Do You Know About Senegal?,Can you find Senegal on a map? What else do you know about this West African nation with 15 million people.,0,The New York Times,Interactive Feature,2019-01-07,151
https://www.nytimes.com/aponline/2019/01/07/world/asia/ap-as-china-huawei-computing-ambitions.html,China's Huawei Unveils Chip for Global Big Data Market,"Huawei Technologies Ltd. showed off a new processor chip for data centers and cloud computing Monday, expanding into new and growing markets despite Western warnings the company might be a security risk.",657,AP,News,2019-01-07,152
https://www.nytimes.com/reuters/2019/01/07/business/07reuters-india-cenbank-dividend-exclusive.html,Exclusive: India's Central Bank Likely to Pay Bumper Interim Dividend to Help Modi Government-Sources,"India's central bank, having changed leadership last month following a clash with the government, is likely to transfer an interim dividend of 300-400 billion rupees (&#163;3.3 billion-&#163;4.5 billion) to the government by March, according to th...",743,Reuters,News,2019-01-07,153
https://www.nytimes.com/reuters/2019/01/07/technology/07reuters-ams-ag-china.html,AMS Partners China's Face++ for Android Face Recognition,"Sensor specialist AMS is teaming up with Chinese software maker Face++ to produce new 3D facial recognition features for smartphones, as the Austrian firm aims to reduce its dependency on Apple and boost its battered shares. ",338,Reuters,News,2019-01-07,154
https://www.nytimes.com/aponline/2019/01/07/world/europe/ap-eu-rel-vatican-sex-abuse.html,Pope: Vatican Meeting Aims to 'Shed Full Light' on Sex Abuse,"Pope Francis says next month's meeting of bishops from around the world aims to ""shed full light"" on clergy sex abuse and covers-ups.",132,AP,News,2019-01-07,155
https://www.nytimes.com/aponline/2019/01/07/us/ap-us-parolee-kidnapping-rape.html,"Paroled Repeat Offender Now Accused of Rape, Kidnapping","A repeat offender whose life sentences for rape were twice overturned is now back behind bars in Alabama, accused of attacking a fourth woman.",127,AP,News,2019-01-07,156
